image,label
train/images/Screenshot-2025-01-30-164346_png.rf.e666474dfb5d58e2866b1086e0e94695.png,train/labels/Screenshot-2025-01-30-164346_png.rf.e666474dfb5d58e2866b1086e0e94695.txt
train/images/122_JPG.rf.1eebd7b677b48e7242a580fa73c5af72.png,train/labels/122_JPG.rf.1eebd7b677b48e7242a580fa73c5af72.txt
train/images/255_JPG.rf.30ae7ce997424f1877964a57c6a89c49.png,train/labels/255_JPG.rf.30ae7ce997424f1877964a57c6a89c49.txt
train/images/Screenshot-2025-01-30-164725_png.rf.44de6b84a1d2eb7f1accadaa5849e66d.png,train/labels/Screenshot-2025-01-30-164725_png.rf.44de6b84a1d2eb7f1accadaa5849e66d.txt
train/images/57_JPG.rf.9245845e5aae2b117336097bb3689b7b.png,train/labels/57_JPG.rf.9245845e5aae2b117336097bb3689b7b.txt
train/images/242_JPG.rf.c448f2885721fae216d90ffccf194626.png,train/labels/242_JPG.rf.c448f2885721fae216d90ffccf194626.txt
train/images/17_JPG.rf.78c9248a3220508689e25eb91ff0b305.png,train/labels/17_JPG.rf.78c9248a3220508689e25eb91ff0b305.txt
train/images/20_JPG.rf.495fd72b448bebc5a7651dabbc650136.png,train/labels/20_JPG.rf.495fd72b448bebc5a7651dabbc650136.txt
train/images/150_JPG.rf.9a0d3f3d61d0dd9144b342392a780042.png,train/labels/150_JPG.rf.9a0d3f3d61d0dd9144b342392a780042.txt
train/images/231_JPG.rf.0e6ea80a7ba9acdb0fdfff9bb2499dcd.png,train/labels/231_JPG.rf.0e6ea80a7ba9acdb0fdfff9bb2499dcd.txt
train/images/118_JPG.rf.e0561ace504a0d10154c1519cc17a2df.png,train/labels/118_JPG.rf.e0561ace504a0d10154c1519cc17a2df.txt
train/images/176_JPG.rf.2ad210041effb17a68605f2121bed4a1.png,train/labels/176_JPG.rf.2ad210041effb17a68605f2121bed4a1.txt
train/images/Screenshot-2025-01-30-164020_png.rf.4db7f7abd0ef9daaa7e5f0922264a25b.png,train/labels/Screenshot-2025-01-30-164020_png.rf.4db7f7abd0ef9daaa7e5f0922264a25b.txt
train/images/74_JPG.rf.8ff2e3508091bef5a993302b11f2db33.png,train/labels/74_JPG.rf.8ff2e3508091bef5a993302b11f2db33.txt
train/images/12_JPG.rf.c1f06de129d0acbe464d91e0ca53b85e.png,train/labels/12_JPG.rf.c1f06de129d0acbe464d91e0ca53b85e.txt
train/images/87_JPG.rf.32f8435c4efbfa1d097c4136d001542a.png,train/labels/87_JPG.rf.32f8435c4efbfa1d097c4136d001542a.txt
train/images/59_JPG.rf.86d0b1f8b0ff3b93a5dd8283d6fa9061.png,train/labels/59_JPG.rf.86d0b1f8b0ff3b93a5dd8283d6fa9061.txt
train/images/237_JPG.rf.8423c5f4b24bc758b4bb6bb24f35b681.png,train/labels/237_JPG.rf.8423c5f4b24bc758b4bb6bb24f35b681.txt
train/images/93_JPG.rf.7e9999675ec5187e09d73fc1a0ff2dd1.png,train/labels/93_JPG.rf.7e9999675ec5187e09d73fc1a0ff2dd1.txt
train/images/280_JPG.rf.50c56f139440f64f0181ef5065c2bbd4.png,train/labels/280_JPG.rf.50c56f139440f64f0181ef5065c2bbd4.txt
train/images/260_JPG.rf.e5b789f410aae6a56082ddc881e81ddc.png,train/labels/260_JPG.rf.e5b789f410aae6a56082ddc881e81ddc.txt
train/images/267_JPG.rf.bac1eac55b83ed9c2e4e4db78f800301.png,train/labels/267_JPG.rf.bac1eac55b83ed9c2e4e4db78f800301.txt
train/images/170_JPG.rf.7654276073cb09958381c21ec8d69c8f.png,train/labels/170_JPG.rf.7654276073cb09958381c21ec8d69c8f.txt
train/images/Screenshot-2025-01-30-171800_png.rf.2f8c6ec6173ffd223749789b2044ed06.png,train/labels/Screenshot-2025-01-30-171800_png.rf.2f8c6ec6173ffd223749789b2044ed06.txt
train/images/84_JPG.rf.2c3f15b15312a212a5fe33272376e1ed.png,train/labels/84_JPG.rf.2c3f15b15312a212a5fe33272376e1ed.txt
train/images/128_JPG.rf.c3c5680f899b316b1a77fb3c87b9dc62.png,train/labels/128_JPG.rf.c3c5680f899b316b1a77fb3c87b9dc62.txt
train/images/288_JPG.rf.2e15b65e0564a765a977201479bc64ab.png,train/labels/288_JPG.rf.2e15b65e0564a765a977201479bc64ab.txt
train/images/103_JPG.rf.1a712a36c3bec355be64b413396d1dd0.png,train/labels/103_JPG.rf.1a712a36c3bec355be64b413396d1dd0.txt
train/images/136_JPG.rf.62b948ab4f143a8d46d7e74e3f920fef.png,train/labels/136_JPG.rf.62b948ab4f143a8d46d7e74e3f920fef.txt
train/images/Screenshot-2025-01-30-165724_png.rf.8a56edaad59cf6647448fadc2d9be9a3.png,train/labels/Screenshot-2025-01-30-165724_png.rf.8a56edaad59cf6647448fadc2d9be9a3.txt
train/images/10_JPG.rf.a15666d999768ebf64db88e46cbf51b6.png,train/labels/10_JPG.rf.a15666d999768ebf64db88e46cbf51b6.txt
train/images/Screenshot-2025-01-31-105036_png.rf.d62c1389789e3b3f94a1d66d60739bce.png,train/labels/Screenshot-2025-01-31-105036_png.rf.d62c1389789e3b3f94a1d66d60739bce.txt
train/images/Screenshot-2025-01-30-164212_png.rf.dcf79dc1fe75bf1276378256217ae539.png,train/labels/Screenshot-2025-01-30-164212_png.rf.dcf79dc1fe75bf1276378256217ae539.txt
train/images/221_JPG.rf.8c54163eeaaf02d04293774c48a3d33b.png,train/labels/221_JPG.rf.8c54163eeaaf02d04293774c48a3d33b.txt
train/images/92_JPG.rf.9bbc71c4ef9464942ad31a4a94c80290.png,train/labels/92_JPG.rf.9bbc71c4ef9464942ad31a4a94c80290.txt
train/images/156_JPG.rf.eb55efc54592c568a48ac11bc119b39d.png,train/labels/156_JPG.rf.eb55efc54592c568a48ac11bc119b39d.txt
train/images/17_JPG.rf.0631a099c465a4c940a53fba4129f71a.png,train/labels/17_JPG.rf.0631a099c465a4c940a53fba4129f71a.txt
train/images/Screenshot-2025-01-30-143713_png.rf.51d6388c0e9751e41d08e655ac27c206.png,train/labels/Screenshot-2025-01-30-143713_png.rf.51d6388c0e9751e41d08e655ac27c206.txt
train/images/253_JPG.rf.b36314b68750bc56042e6bdce09ea8ea.png,train/labels/253_JPG.rf.b36314b68750bc56042e6bdce09ea8ea.txt
train/images/6_JPG.rf.aeca6a33b7c006b9df499aacbf672dbe.png,train/labels/6_JPG.rf.aeca6a33b7c006b9df499aacbf672dbe.txt
train/images/261_JPG.rf.6502ca454aaa962c10d4ab06137a21fe.png,train/labels/261_JPG.rf.6502ca454aaa962c10d4ab06137a21fe.txt
train/images/Screenshot-2025-01-30-170808_png.rf.2f7bd4734e8b10f504086c9cf236d42e.png,train/labels/Screenshot-2025-01-30-170808_png.rf.2f7bd4734e8b10f504086c9cf236d42e.txt
train/images/80_JPG.rf.e542f2bc0753fd088bbd17e9d660ff95.png,train/labels/80_JPG.rf.e542f2bc0753fd088bbd17e9d660ff95.txt
train/images/82_JPG.rf.1bf34420dd35754bb1e51a5a71bba0b8.png,train/labels/82_JPG.rf.1bf34420dd35754bb1e51a5a71bba0b8.txt
train/images/Screenshot-2025-01-30-170213_png.rf.33834e8ae016e3ba444b80f18d691712.png,train/labels/Screenshot-2025-01-30-170213_png.rf.33834e8ae016e3ba444b80f18d691712.txt
train/images/243_JPG.rf.a5b9119bf6531ba0e95d039031956918.png,train/labels/243_JPG.rf.a5b9119bf6531ba0e95d039031956918.txt
train/images/61_JPG.rf.7c9d0c4adbe396f57620639559791d53.png,train/labels/61_JPG.rf.7c9d0c4adbe396f57620639559791d53.txt
train/images/63_png.rf.e42732954b00cd37e7f3cedf8d5884bb.png,train/labels/63_png.rf.e42732954b00cd37e7f3cedf8d5884bb.txt
train/images/10_png.rf.4c3d53d69fd058569f9ecf8b67839d22.png,train/labels/10_png.rf.4c3d53d69fd058569f9ecf8b67839d22.txt
train/images/64_png.rf.72a0d4e71f8a00e979fba6c7d8de49b6.png,train/labels/64_png.rf.72a0d4e71f8a00e979fba6c7d8de49b6.txt
train/images/80_png.rf.9851b12d7a4185c589426fbbc7db128d.png,train/labels/80_png.rf.9851b12d7a4185c589426fbbc7db128d.txt
train/images/22_png.rf.0e2c6e9d794ce6f79582f3c5095dc3d3.png,train/labels/22_png.rf.0e2c6e9d794ce6f79582f3c5095dc3d3.txt
train/images/39_png.rf.4e255a4decc22bbdf0758f54e3d70fa4.png,train/labels/39_png.rf.4e255a4decc22bbdf0758f54e3d70fa4.txt
train/images/128_png.rf.e59fdb3424f3b600d4bbe189247c0f8f.png,train/labels/128_png.rf.e59fdb3424f3b600d4bbe189247c0f8f.txt
train/images/118_png.rf.5d7ebf77a9373af4eacecf612974262d.png,train/labels/118_png.rf.5d7ebf77a9373af4eacecf612974262d.txt
train/images/110_png.rf.f9b0e1ebb315d81ce21fb7357d95aa66.png,train/labels/110_png.rf.f9b0e1ebb315d81ce21fb7357d95aa66.txt
train/images/Screenshot-2025-01-30-172020_png.rf.87ab167662c9fc78091e0f5d13521172.png,train/labels/Screenshot-2025-01-30-172020_png.rf.87ab167662c9fc78091e0f5d13521172.txt
train/images/95_png.rf.0668de8f130312b007f8b6ae797d17cc.png,train/labels/95_png.rf.0668de8f130312b007f8b6ae797d17cc.txt
train/images/8_png.rf.68785425c1277c88362a786a8773d71f.png,train/labels/8_png.rf.68785425c1277c88362a786a8773d71f.txt
train/images/34_png.rf.057633196622ad12384e85f66b633ec0.png,train/labels/34_png.rf.057633196622ad12384e85f66b633ec0.txt
train/images/33_png.rf.8e879d4bbe3ee0bc1647f8bd76473819.png,train/labels/33_png.rf.8e879d4bbe3ee0bc1647f8bd76473819.txt
train/images/56_png.rf.efcdbee2fbb2de715ae349456f8d62fd.png,train/labels/56_png.rf.efcdbee2fbb2de715ae349456f8d62fd.txt
train/images/24_png.rf.40fa9a26519a5a63a25038de3b10cb19.png,train/labels/24_png.rf.40fa9a26519a5a63a25038de3b10cb19.txt
train/images/41_png.rf.e65d04a2282a5aabaab01aa51533ac7e.png,train/labels/41_png.rf.e65d04a2282a5aabaab01aa51533ac7e.txt
train/images/74_png.rf.3ef817480f3d8ddbe9a05a9bbd0fae7a.png,train/labels/74_png.rf.3ef817480f3d8ddbe9a05a9bbd0fae7a.txt
train/images/2_jpeg.rf.7a8f91b70ebc1df4b37921c4a5e8aa99.png,train/labels/2_jpeg.rf.7a8f91b70ebc1df4b37921c4a5e8aa99.txt
train/images/42_png.rf.c1e3bb9289bf975d641d4b69e168fbfd.png,train/labels/42_png.rf.c1e3bb9289bf975d641d4b69e168fbfd.txt
train/images/Screenshot-2025-01-30-170133_png.rf.8bc552557218388491cefd65f6476ba1.png,train/labels/Screenshot-2025-01-30-170133_png.rf.8bc552557218388491cefd65f6476ba1.txt
train/images/40_png.rf.6ef953474b7174bb2696e1f207b1b7ba.png,train/labels/40_png.rf.6ef953474b7174bb2696e1f207b1b7ba.txt
train/images/99_png.rf.7ac25cf80c0be3951446757946a48d66.png,train/labels/99_png.rf.7ac25cf80c0be3951446757946a48d66.txt
train/images/71_png.rf.ef49395af4865075787fcdf357f25304.png,train/labels/71_png.rf.ef49395af4865075787fcdf357f25304.txt
train/images/Screenshot-2025-01-30-172042_png.rf.bab71300bd37ff4d187c0a2d2d0ab4b2.png,train/labels/Screenshot-2025-01-30-172042_png.rf.bab71300bd37ff4d187c0a2d2d0ab4b2.txt
train/images/102_png.rf.09f3c29cc3c45469fdceed0ef2ce9763.png,train/labels/102_png.rf.09f3c29cc3c45469fdceed0ef2ce9763.txt
train/images/124_png.rf.a9c163c4e812da601735b283392d28ed.png,train/labels/124_png.rf.a9c163c4e812da601735b283392d28ed.txt
train/images/11_png.rf.e069858106ce0fc898e81c2115a1001c.png,train/labels/11_png.rf.e069858106ce0fc898e81c2115a1001c.txt
train/images/57_png.rf.8d78ac3a5f0f4b5edf3e2b073e8d765d.png,train/labels/57_png.rf.8d78ac3a5f0f4b5edf3e2b073e8d765d.txt
train/images/Screenshot-2025-01-30-170449_png.rf.ce49aebb1506cf471642f05007dba611.png,train/labels/Screenshot-2025-01-30-170449_png.rf.ce49aebb1506cf471642f05007dba611.txt
train/images/72_png.rf.54db35427fc87fcc806a49ae3cd4e172.png,train/labels/72_png.rf.54db35427fc87fcc806a49ae3cd4e172.txt
train/images/127_png.rf.f5bff31962d22e5b4fa80dd32e8cd245.png,train/labels/127_png.rf.f5bff31962d22e5b4fa80dd32e8cd245.txt
train/images/36_png.rf.fd18baf60b844b91b21e5a8de238b758.png,train/labels/36_png.rf.fd18baf60b844b91b21e5a8de238b758.txt
train/images/Screenshot-2025-01-30-170220_png.rf.d33e750be593bb63169fb6a0d383c70f.png,train/labels/Screenshot-2025-01-30-170220_png.rf.d33e750be593bb63169fb6a0d383c70f.txt
train/images/62_png.rf.9eed6787421a109b8d903706319f7f34.png,train/labels/62_png.rf.9eed6787421a109b8d903706319f7f34.txt
train/images/87_png.rf.465c36cbe8a93181e767ce460a7ec8c6.png,train/labels/87_png.rf.465c36cbe8a93181e767ce460a7ec8c6.txt
train/images/52_png.rf.40c8e6043543e47643b4c4b9bfd8854b.png,train/labels/52_png.rf.40c8e6043543e47643b4c4b9bfd8854b.txt
train/images/38_png.rf.4a254de3e35a39090e434e2afeae7c09.png,train/labels/38_png.rf.4a254de3e35a39090e434e2afeae7c09.txt
train/images/50_png.rf.d47dd0f2f4656e74097c7f2017b2ebb6.png,train/labels/50_png.rf.d47dd0f2f4656e74097c7f2017b2ebb6.txt
train/images/129_png.rf.2395d83af10b235c247f34c6a2d3d140.png,train/labels/129_png.rf.2395d83af10b235c247f34c6a2d3d140.txt
train/images/Screenshot-2025-01-30-170028_png.rf.1f08869e6f9837751c27fcd95412e406.png,train/labels/Screenshot-2025-01-30-170028_png.rf.1f08869e6f9837751c27fcd95412e406.txt
train/images/20_png.rf.87e9eb253cff65ec1e664e8f2e19262b.png,train/labels/20_png.rf.87e9eb253cff65ec1e664e8f2e19262b.txt
train/images/Screenshot-2025-01-30-170206_png.rf.5cda376810a513b9f1089f1c6fe97325.png,train/labels/Screenshot-2025-01-30-170206_png.rf.5cda376810a513b9f1089f1c6fe97325.txt
train/images/47_png.rf.e0d4d490a3da560b5fedc2d5c036a8e1.png,train/labels/47_png.rf.e0d4d490a3da560b5fedc2d5c036a8e1.txt
train/images/13_png.rf.ee3cbbeefac9252f6c9ad038580f1324.png,train/labels/13_png.rf.ee3cbbeefac9252f6c9ad038580f1324.txt
train/images/126_png.rf.33231fe8b70737e33aa17ad0e17d1772.png,train/labels/126_png.rf.33231fe8b70737e33aa17ad0e17d1772.txt
train/images/29_png.rf.0b822cff04c9c30a3493d4237560937a.png,train/labels/29_png.rf.0b822cff04c9c30a3493d4237560937a.txt
train/images/7_png.rf.bde47e139595c983961dc7172c1ca8de.png,train/labels/7_png.rf.bde47e139595c983961dc7172c1ca8de.txt
train/images/106_png.rf.7ea9076ac69b9220740957430bbfcfa2.png,train/labels/106_png.rf.7ea9076ac69b9220740957430bbfcfa2.txt
train/images/107_png.rf.df335ad803a43420944c164f8c6d2db1.png,train/labels/107_png.rf.df335ad803a43420944c164f8c6d2db1.txt
train/images/60_png.rf.a1471787b7bef240d54d950ff81ae3c5.png,train/labels/60_png.rf.a1471787b7bef240d54d950ff81ae3c5.txt
train/images/66_png.rf.993624b40efe86db6c51c79b531ddb22.png,train/labels/66_png.rf.993624b40efe86db6c51c79b531ddb22.txt
train/images/Screenshot-2025-01-29-183928_png.rf.32a9ab2102cc1f3c4bcdc4fdc55a8299.png,train/labels/Screenshot-2025-01-29-183928_png.rf.32a9ab2102cc1f3c4bcdc4fdc55a8299.txt
train/images/58_png.rf.8ded891371b1228f4dce97d52bd011d1.png,train/labels/58_png.rf.8ded891371b1228f4dce97d52bd011d1.txt
train/images/112_png.rf.2488c7589113da23cb9b3eff4b67a984.png,train/labels/112_png.rf.2488c7589113da23cb9b3eff4b67a984.txt
train/images/96_png.rf.0b0b174b8528d9c8c6265e0c2f289769.png,train/labels/96_png.rf.0b0b174b8528d9c8c6265e0c2f289769.txt
